Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
MFB,SYNTH II,GENERAL,MOD.VCA,,19,,0,127,,,,,0-BASED,,
MFB,SYNTH II,FILTER,KEYFOLLOW,,20,,0,127,,,,,0-BASED,,
MFB,SYNTH II,FILTER,CUTOFF,,21,,0,127,,,,,0-BASED,,
MFB,SYNTH II,FILTER,EMPHASIS,,22,,0,127,,,,,0-BASED,,
MFB,SYNTH II,FILTER,CONTOUR,,23,,0,127,,,,,0-BASED,,
MFB,SYNTH II,ENVELOPES,ATTACK1,,24,,0,127,,,,,0-BASED,,
MFB,SYNTH II,ENVELOPES,DECAY1,,25,,0,127,,,,,0-BASED,,
MFB,SYNTH II,ENVELOPES,SUSTAIN1,,26,,0,127,,,,,0-BASED,,
MFB,SYNTH II,ENVELOPES,RELEASE1,,27,,0,127,,,,,0-BASED,,
MFB,SYNTH II,ENVELOPES,ATTACK2,,28,,0,127,,,,,0-BASED,,
MFB,SYNTH II,ENVELOPES,DECAY2,,29,,0,127,,,,,0-BASED,,
MFB,SYNTH II,ENVELOPES,SUSTAIN2,,30,,0,127,,,,,0-BASED,,
MFB,SYNTH II,ENVELOPES,RELEASE2,,31,,0,127,,,,,0-BASED,,
MFB,SYNTH II,OSCILLATORS,OCTAVE1,,80,,0,127,,,,,0-BASED,,
MFB,SYNTH II,OSCILLATORS,WAVE1,,81,,0,127,,,,,0-BASED,,
MFB,SYNTH II,OSCILLATORS,OCTAVE2,,82,,0,127,,,,,0-BASED,,
MFB,SYNTH II,OSCILLATORS,WAVE2,,83,,0,127,,,,,0-BASED,,
MFB,SYNTH II,OSCILLATORS,OCTAVE3,,84,,0,127,,,,,0-BASED,,
MFB,SYNTH II,OSCILLATORS,WAVE3,,85,,0,127,,,,,0-BASED,,
MFB,SYNTH II,LFO,WAVE.MOD1,,86,,0,127,,,,,0-BASED,,
MFB,SYNTH II,LFO,WAVE.MOD2,,87,,0,127,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
MFB,TANZBAR LITE,BASS DRUM,BASS DRUM TUNE,,3,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,BASS DRUM,BASS DRUM TONE,,2,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,BASS DRUM,BASS DRUM DECAY,,64,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,SNARE DRUM,SNARE DRUM TONE,,11,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,SNARE DRUM,SNARE DRUM DECAY,,67,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,SNARE DRUM,SNARE DRUM NOISE,,13,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CLAPS,CLAPS DECAY,,75,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CLAPS,CLAPS FILTER,,18,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CLAPS,CLAPS ATTACK,,76,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CLAPS,CLAPS TRIGGER,,77,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,TOMS,TOMS TUNE,,19,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,TOMS,TOMS DECAY,,20,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CONGA,CONGA TUNE,,79,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CONGA,CONGA DECAY,,78,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CONGA,CONGA PAN,,82,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,TOMS,TOMS PAN,,73,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,COWBELL,COWBELL TUNE,,84,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,COWBELL,COWBELL DECAY,,85,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CLAVES,CLAVES TUNE,,86,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CLAVES,CLAVES DECAY,,87,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CYMBAL,CYMBAL TUNE,,89,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CYMBAL,CYMBAL TONE,,92,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CYMBAL,CYMBAL DECAY,,88,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,OPEN HI HAT,OPEN HI HAT DECAY,,90,,0,127,,,,,0-BASED,,
MFB,TANZBAR LITE,CLOSED HI HAT,CLOSED HI HAT DECAY,,91,,0,127,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
MODAL,CRAFT,GENERAL,MODULATION WHEEL,,1,,0,127,,,,,0-BASED,,
MODAL,CRAFT,GENERAL,GLIDE,,5,,0,127,,,,,0-BASED,"0 - 2.5 SECONDS, EXPONENTIAL",
MODAL,CRAFT,GENERAL,HEADPHONE VOLUME,,7,,0,127,,,,,0-BASED,SILENCE - FULL VOLUME,
MODAL,CRAFT,GENERAL,EXPRESSION PEDAL,,11,,0,127,,,,,0-BASED,,
MODAL,CRAFT,FX,DISTORTION,,12,,0,127,,,,,0-BASED,DRY - WET,
MODAL,CRAFT,FX,DELAY,,13,,0,127,,,,,0-BASED,DRY - WET,
MODAL,CRAFT,FX,DELAY TIME,,14,,0,127,,,,,0-BASED,"NO SYNC: 0 - 250 MILLISECONDS / SYNC: 8 STEPS, LONGEST DELAY TIME POSSIBLE DIVIDED DOWN ",
MODAL,CRAFT,FX,DELAY FEEDBACK,,15,,0,127,,,,,0-BASED,0% - 90%,
MODAL,CRAFT,VCO,OSC1 WAVE,,16,,0,127,,,,,0-BASED,,
MODAL,CRAFT,VCO,OSC2 WAVE,,17,,0,127,,,,,0-BASED,,
MODAL,CRAFT,VCO,OSC MIX,,18,,0,127,,,,,CENTERED,OSC1 - OSC2,
MODAL,CRAFT,VCO,OSC-MOD AMOUNT,,19,,0,127,,,,,0-BASED,0 - FULL,
MODAL,CRAFT,VCO,SPREAD,,20,,0,127,,,,,0-BASED,,0-63: UNISON; 64-70: MAJOR; 71-77: MINOR; 78-84: MAJOR 6TH; 85-91: SUS 4TH; 92-98: 5THS; 99-105: 5TH + OCT; 106-112: OCT + 1 + 2; 113-119: OCT + 1 - 1; 119-127: OCT - 1 - 2
MODAL,CRAFT,VCF,FEG ATTACK,,22,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,CRAFT,VCF,FEG DECAY,,23,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,CRAFT,VCF,FEG SUSTAIN,,24,,0,127,,,,,0-BASED,0-1,
MODAL,CRAFT,VCF,FEG RELEASE,,25,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,CRAFT,VCA,AEG ATTACK,,26,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,CRAFT,VCA,AEG DECAY,,27,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,CRAFT,VCA,AEG SUSTAIN,,28,,0,127,,,,,0-BASED,0-1,
MODAL,CRAFT,VCA,AEG RELEASE,,29,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,CRAFT,VCO,OSC2 COURSE DETUNE,,30,,0,127,,,,,0-BASED,+/- 4 OCTAVES,
MODAL,CRAFT,VCO,OSC2 FINE DETUNE,,31,,0,127,,,,,0-BASED,-/+ 1 SEMITONE,
MODAL,CRAFT,VCF,FEG AMOUNT,,32,,0,127,,,,,CENTERED,,
MODAL,CRAFT,GENERAL,MORPH,,33,,0,127,,,,,0-BASED,,0: LP; 64: BP; 127: HP
MODAL,CRAFT,VCF,CUTOFF,,34,,0,127,,,,,0-BASED,0HZ - 22KHZ,
MODAL,CRAFT,VCF,RESO,,35,,0,127,,,,,0-BASED,NONE-FULL,
MODAL,CRAFT,LFO,"LFO1 RATE, NO SYNC",,36,,0,127,,,,,0-BASED,"DEPENDS ON LFO1 MIDI SYNC, CC 52",0~127: 0.02HZ TO 32HZ
MODAL,CRAFT,LFO,"LFO RATE, SYNC",,36,,0,127,,,,,0-BASED,"DEPENDS ON LFO1 MIDI SYNC, CC 52",0-7: 1/16; 8-15: 1/8; 16-23: 3/16; 24-31: 1/4; 32-39: 3/8; 40-47: 1/2; 48-55: 3/4; 56-63: 1; 64-71: 3/2; 72-79: 2; 80-87: 3; 88-95: 4; 96-103: 6 /104-111: 8; 112-119: 12; 120-127: 16
MODAL,CRAFT,LFO,LFO1 DEPTH,,37,,0,127,,,,,CENTERED,,
MODAL,CRAFT,LFO,LFO1 SHAPE,,39,,0,127,,,,,0-BASED,,0~32: SINE TO TRIANGLE; 33~64: TRIANGLE TO SAWTOOTH; 65~96: SAWTOOTH TO SQUARE; 97~127: SQUARE TO SAMPLE AND HOLD
MODAL,CRAFT,GENERAL,OCTAVE,,40,,0,127,,,,,0-BASED,OCTAVES -2 TO +4,
MODAL,CRAFT,GENERAL,OSC-MOD MODE,,41,,0,127,,,,,0-BASED,16 MODES,
MODAL,CRAFT,MOD,MEG ATTACK,,43,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,CRAFT,MOD,MEG DECAY,,44,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,CRAFT,MOD,MEG SUSTAIN,,45,,0,127,,,,,0-BASED,0-1,
MODAL,CRAFT,MOD,MEG RELEASE,,46,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,CRAFT,LFO,"LFO2 RATE, NO SYNC",,47,,0,127,,,,,0-BASED,"DEPENDS ON LFO2 MIDI SYNC, CC 54",0-63:  0-32HZ FREE; 64-71: ROOT/8; 72-79: ROOT/4; 80-87: ROOT/2; 88-95: ROOT; 96-103: ROOT*1.5; 104-111: ROOT*2; 112-119: ROOT*2.5; 120-127: ROOT*3
MODAL,CRAFT,LFO,"LFO2 RATE, SYNC",,47,,0,127,,,,,0-BASED,"DEPENDS ON LFO2 MIDI SYNC, CC 54",0-7: 1/16; 8-15: 1/8; 16-23: 1/4; 24-31: 1/2; 32-39: 1; 40-47: 5/4; 48-55: 2; 56-63: 4
MODAL,CRAFT,LFO,LFO2 DEPTH,,48,,0,127,,,,,CENTERED,,
MODAL,CRAFT,LFO,LFO2 SHAPE,,50,,0,127,,,,,0-BASED,,0~32: SINE TO TRIANGLE; 33~64: TRIANGLE TO SAWTOOTH; 65~96: SAWTOOTH TO SQUARE; 97~127: SQUARE TO SAMPLE AND HOLD
MODAL,CRAFT,VCA,AEG AMOUNT,,51,,0,127,,,,,CENTERED,,
MODAL,CRAFT,LFO,LFO1 MIDI SYNC,,52,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,CRAFT,LFO,LFO2 MIDI SYNC,,54,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,CRAFT,GENERAL,DELAY MIDI SYNC,,55,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,CRAFT,LFO,LFO1 MODE,,56,,0,127,,,,,0-BASED,,0-41: RETRIG; 42-83: FREE; 84-127: SINGLE
MODAL,CRAFT,LFO,LFO2 MODE,,57,,0,127,,,,,0-BASED,,0-41: RETRIG; 42-83: FREE; 84-127: SINGLE
MODAL,CRAFT,GENERAL,ARP STATUS,,58,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,CRAFT,GENERAL,SUSTAIN PEDAL,,64,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
MODAL,SKULPT,GENERAL,SEQ LOAD,,0,,0,63,,,,,0-BASED,,
MODAL,SKULPT,MOD WHEEL,MODULATION WHEEL,,1,,0,63,,,,,0-BASED,,
MODAL,SKULPT,GENERAL,GLIDE,,5,,0,127,,,,,0-BASED,0 - 2.5 SECONDS; EXPONENTIAL,
MODAL,SKULPT,GENERAL,HEADPHONE VOLUME,,7,,0,127,,,,,0-BASED,,
MODAL,SKULPT,GENERAL,VOICE MODE,,9,,0,127,,,,,0-BASED,,0-42: MONO; 43-85: DUO; 86-127: POLY
MODAL,SKULPT,GENERAL,EXPRESSION PEDAL,,11,,0,63,,,,,0-BASED,MIN AND MAX VALUES NEED VERIFICATION,
MODAL,SKULPT,EFFECTS,DISTORTION,,12,,0,127,,,,,0-BASED,,
MODAL,SKULPT,EFFECTS,DELAY,,13,,0,127,,,,,0-BASED,,
MODAL,SKULPT,EFFECTS,DELAY TIME,,14,,0,127,,,,,0-BASED,NO SYNC: 0-250MS. SYNC: 8 STEPS WITH LONGEST DELAY TIME POSSIBLE DIVIDED DOWN.,
MODAL,SKULPT,EFFECTS,DELAY FEEDBACK,,15,,0,127,,,,,0-BASED,RANGES FROM 0-90%,
MODAL,SKULPT,OSCILLATORS,OSC1 WAVE,,16,,0,127,,,,,0-BASED,,0-21: SINE; 22-42: TRI; 43-63: SAW; 64-127: PWM
MODAL,SKULPT,OSCILLATORS,OSC2 WAVE,,17,,0,127,,,,,0-BASED,,0-21: SINE; 22-42: TRI; 43-63: SAW; 64-85: SQUARE; 86-127: WHITE NOISE
MODAL,SKULPT,OSCILLATORS,OSC MIX,,18,,0,127,,,,,0-BASED,ORIENTATION NEEDS VERIFICATION,
MODAL,SKULPT,OSCILLATORS,FM AMOUNT,,19,,0,127,,,,,CENTERED,PLUS OR MINUS 2 OCTAVES. ORIENTATION NEEDS VERIFICATION.,
MODAL,SKULPT,OSCILLATORS,SPREAD,,20,,0,127,,,,,0-BASED,,0-63: UNISON; 64-70: MAJOR; 71-77: MINOR; 78-84: MAJOR 6TH; 85-91: SUS 4TH; 92-98: 5THS; 99-105: 5TH + OCT; 106-112: OCT + 1 + 2; 113-119: OCT + 1 - 1; 119-127: OCT - 1 - 2
MODAL,SKULPT,OSCILLATORS,CHORD MODE,,21,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,SKULPT,ENVELOPES,FEG ATTACK,,22,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,SKULPT,ENVELOPES,FEG DECAY,,23,,0,127,,,,,0-BASED,0-2 SECONDS,
MODAL,SKULPT,ENVELOPES,FEG SUSTAIN,,24,,0,127,,,,,0-BASED,0-1 SECONDS,
MODAL,SKULPT,ENVELOPES,FEG RELEASE,,25,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,SKULPT,ENVELOPES,AEG ATTACK,,26,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,SKULPT,ENVELOPES,AEG DECAY,,27,,0,127,,,,,0-BASED,0-2 SECONDS,
MODAL,SKULPT,ENVELOPES,AEG SUSTAIN,,28,,0,127,,,,,0-BASED,0-1 SECONDS,
MODAL,SKULPT,ENVELOPES,AEG RELEASE,,29,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,SKULPT,OSCILLATORS,OSC2 COURSE DETUNE,,30,,0,127,,,,,0-BASED,PLUS OR MINUS 4 OCTAVES,
MODAL,SKULPT,OSCILLATORS,OSC2 FINE DETUNE,,31,,0,127,,,,,0-BASED,PLUS OR MINUS 1 SEMITONE,
MODAL,SKULPT,ENVELOPES,FEG AMOUNT,,32,,0,127,,,,,CENTERED,,
MODAL,SKULPT,OSCILLATORS,MORPH,,33,,0,127,,,,,0-BASED,,0: LP; 64: BP; 127: HP
MODAL,SKULPT,FILTER,CUTOFF,,34,,0,127,,,,,0-BASED,0HZ TO 2KHZ,
MODAL,SKULPT,FILTER,RESO,,35,,0,127,,,,,0-BASED,,
MODAL,SKULPT,LFO,"LFO1 RATE, NO SYNC",,36,,0,127,,,,,0-BASED,"BEHAVIOR DEPENDENT ON LFO1 MIDI SYNC, CC 52",0~127: 0.02HZ TO 32HZ
MODAL,SKULPT,LFO,"LFO1 RATE, SYNC",,36,,0,127,,,,,0-BASED,"BEHAVIOR DEPENDENT ON LFO1 MIDI SYNC, CC 52",0-7: 1/16; 8-15: 1/8; 16-23: 3/16; 24-31: 1/4; 32-39: 3/8; 40-47: 1/2; 48-55: 3/4; 56-63: 1; 64-71: 3/2; 72-79: 2; 80-87: 3; 88-95: 4; 96-103: 6 /104-111: 8; 112-119: 12; 120-127: 16
MODAL,SKULPT,LFO,LFO1 DEPTH,,37,,0,127,,,,,0-BASED,,
MODAL,SKULPT,LFO,LFO1 SHAPE,,39,,0,127,,,,,0-BASED,,0-14: SINE; 15-31: ISINE; 32-47: TRI; 48-63: ITRI; 64-79: RAMP UP; 80-95: RAMP DOWN; 96-120: SQUARE; 121-127: ISQUARE
MODAL,SKULPT,OSCILLATORS,OCTAVE,,40,,0,127,,,,,0-BASED,OCTAVES -2 TO +4,
MODAL,SKULPT,ENVELOPES,MEG ATTACK,,43,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,SKULPT,ENVELOPES,MEG DECAY,,44,,0,127,,,,,0-BASED,0-2 SECONDS,
MODAL,SKULPT,ENVELOPES,MEG SUSTAIN,,45,,0,127,,,,,0-BASED,0-1 SECONDS,
MODAL,SKULPT,ENVELOPES,MEG RELEASE,,46,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,SKULPT,LFO,"LFO2 RATE, NO SYNC",,47,,0,127,,,,,0-BASED,"BEHAVIOR DEPENDENT ON LFO2 MIDI SYNC, CC 54",0-63:  0-32HZ FREE; 64-71: ROOT/8; 72-79: ROOT/4; 80-87: ROOT/2; 88-95: ROOT; 96-103: ROOT*1.5; 104-111: ROOT*2; 112-119: ROOT*2.5; 120-127: ROOT*3
MODAL,SKULPT,LFO,"LFO2 RATE, SYNC",,47,,0,127,,,,,0-BASED,"BEHAVIOR DEPENDENT ON LFO2 MIDI SYNC, CC 54",0-7: 1/16; 8-15: 1/8; 16-23: 1/4; 24-31: 1/2; 32-39: 1; 40-47: 5/4; 48-55: 2; 56-63: 4
MODAL,SKULPT,LFO,LFO2 DEPTH,,48,,0,127,,,,,0-BASED,,
MODAL,SKULPT,ENVELOPES,MEG AMOUNT,,49,,0,127,,,,,CENTERED,,
MODAL,SKULPT,LFO,LFO2 SHAPE,,50,,0,127,,,,,0-BASED,,0-14: SINE; 15-31: ISINE; 32-47: TRI; 48-63: ITRI; 64-79: RAMP UP; 80-95: RAMP DOWN; 96-120: SQUARE; 121-127: ISQUARE
MODAL,SKULPT,ENVELOPES,AEG AMOUNT,,51,,0,127,,,,,0-BASED,,
MODAL,SKULPT,LFO,LFO1 MIDI SYNC,,52,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,SKULPT,GENERAL,RING MOD,,53,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,SKULPT,LFO,LFO2 MIDI SYNC,,54,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,SKULPT,EFFECTS,DELAY MIDI SYNC,,55,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,SKULPT,LFO,LFO1 MODE,,56,,0,127,,,,,0-BASED,,0-41: RETRIG; 42-83: FREE; 84-127: SINGLE
MODAL,SKULPT,LFO,LFO2 MODE,,57,,0,127,,,,,0-BASED,,0-41: RETRIG; 42-83: FREE; 84-127: SINGLE
MODAL,SKULPT,ARPEGGIATOR,ARP STATUS,,58,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,SKULPT,ARPEGGIATOR,ARP OCTAVE,,59,,0,127,,,,,0-BASED,,0-31: 1 OCTAVE; 32-63: 2 OCTAVES; 64-95: 3 OCTAVES; 96-127: 4 OCTAVES
MODAL,SKULPT,ARPEGGIATOR,ARP DIRECTION,,60,,0,127,,,,,0-BASED,,0-20: FORWARDS; 21-41: BACKWARDS; 42-62: PENDULUM; 63-83: NOTE FORWARDS; 84-104: NOTE BACKWARDS; 105-127: NOTE PENDULUM
MODAL,SKULPT,ARPEGGIATOR,ARP DIVISION,,61,,0,127,,,,,0-BASED,VALUE / 16 = 1/32ND 1/24TH 1/16TH 1/12TH 1/8TH 1/6TH 1/4TH OR 1/2,
MODAL,SKULPT,GENERAL,VELO DEPTH,,62,,0,127,,,,,CENTERED,,
MODAL,SKULPT,GENERAL,NOTE DEPTH,,63,,0,127,,,,,CENTERED,,
MODAL,SKULPT,GENERAL,SUSTAIN PEDAL,,64,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,SKULPT,GENERAL,AFTERTOUCH DEPTH,,65,,0,127,,,,,CENTERED,,
MODAL,SKULPT,GENERAL,EXT DEPTH,,66,,0,127,,,,,CENTERED,,
MODAL,SKULPT,SEQUENCER,SEQUENCE LENGTH,,67,,0,127,,,,,0-BASED,,0-31: 1 BAR; 32-63: 2 BARS; 64-95: 4 BARS; 96-127: 8 BARS
MODAL,SKULPT,SEQUENCER,SEQUENCE HOLD,,70,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MODAL,SKULPT,SEQUENCER,SEQUENCE LOOP,,71,,0,127,,,,,0-BASED,,0: SET LOOP STOP POINT; 127: SET LOOP START POINT
MODAL,SKULPT,GENERAL,TRANSPOSE,,75,,0,127,,,,,0-BASED,FROM -24 TO +36 SENT AS (VALUE + 24) * 2,
MODAL,SKULPT,SEQUENCER,SWING,,78,,0,127,,,,,0-BASED,,
MODAL,SKULPT,ANIMATE,ANIM 1 CC,,80,,0,127,,,,,0-BASED,CC NUMBER OF NEW DESTINATION,
MODAL,SKULPT,ANIMATE,ANIM 2 CC,,81,,0,127,,,,,0-BASED,CC NUMBER OF NEW DESTINATION,
MODAL,SKULPT,ANIMATE,ANIM 3 CC,,82,,0,127,,,,,0-BASED,CC NUMBER OF NEW DESTINATION,
MODAL,SKULPT,ANIMATE,ANIM 4 CC,,83,,0,127,,,,,0-BASED,CC NUMBER OF NEW DESTINATION,
MODAL,SKULPT,ENVELOPES,ALL ENVELOPE ATTACK,,84,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,SKULPT,ENVELOPES,ALL ENVELOPE DECAY,,85,,0,127,,,,,0-BASED,0-2 SECONDS,
MODAL,SKULPT,ENVELOPES,ALL ENVELOPE SUSTAIN,,86,,0,127,,,,,0-BASED,0-1 SECONDS,
MODAL,SKULPT,ENVELOPES,ALL ENVELOPE RELEASE,,87,,0,127,,,,,0-BASED,0-4 SECONDS,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 1 DEPTH,,88,,0,127,,,,,CENTERED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 2 DEPTH,,89,,0,127,,,,,CENTERED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 3 DEPTH,,90,,0,127,,,,,CENTERED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 4 DEPTH,,91,,0,127,,,,,CENTERED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 5 DEPTH,,92,,0,127,,,,,CENTERED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 6 DEPTH,,93,,0,127,,,,,CENTERED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 7 DEPTH,,94,,0,127,,,,,CENTERED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 8 DEPTH,,95,,0,127,,,,,CENTERED,,
MODAL,SKULPT,MOD WHEEL,MOD WHEEL DEPTH,,96,,0,127,,,,,CENTERED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 1 SOURCE,,101,,0,7,,,,,0-BASED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 2 SOURCE,,102,,0,7,,,,,0-BASED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 3 SOURCE,,103,,0,7,,,,,0-BASED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 4 SOURCE,,104,,0,7,,,,,0-BASED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 5 SOURCE,,105,,0,7,,,,,0-BASED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 6 SOURCE,,106,,0,7,,,,,0-BASED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 7 SOURCE,,107,,0,7,,,,,0-BASED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 8 SOURCE,,108,,0,7,,,,,0-BASED,,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 1 DEST,,111,,0,36,,,,,0-BASED,LISTED AS CC 101 IN THE MANUAL,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 2 DEST,,112,,0,36,,,,,0-BASED,LISTED AS CC 102 IN THE MANUAL,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 3 DEST,,113,,0,36,,,,,0-BASED,LISTED AS CC 103 IN THE MANUAL,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 4 DEST,,114,,0,36,,,,,0-BASED,LISTED AS CC 104 IN THE MANUAL,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 5 DEST,,115,,0,36,,,,,0-BASED,LISTED AS CC 105 IN THE MANUAL,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 6 DEST,,116,,0,36,,,,,0-BASED,LISTED AS CC 106 IN THE MANUAL,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 7 DEST,,117,,0,36,,,,,0-BASED,LISTED AS CC 107 IN THE MANUAL,
MODAL,SKULPT,MOD SLOTS,MOD SLOT 8 DEST,,118,,0,36,,,,,0-BASED,LISTED AS CC 108 IN THE MANUAL,
MODAL,SKULPT,GENERAL,RANDOMISE PATCH,,121,,0,1,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
MOOG,GRANDMOTHER,MODULATION,MOD WHEEL,,1,33,0,127,,,,,0-BASED,,
MOOG,GRANDMOTHER,MODULATION,MODULATION RATE,,3,35,0,127,,,,,0-BASED,,
MOOG,GRANDMOTHER,GLIDE,GLIDE TIME,,5,37,0,127,,,,,0-BASED,,
MOOG,GRANDMOTHER,ARP/SEQ,ARPEGGIATOR/SEQUENCER RATE,,8,40,0,127,,,,,0-BASED,,
MOOG,GRANDMOTHER,OSCILLATORS,OSCILLATOR 2 FREQUENCY,,12,44,0,127,,,,,0-BASED,,
MOOG,GRANDMOTHER,GLIDE,GLIDE ON/OFF,,65,,0,127,,,,,0-BASED,,0: OFF; 64: ON
MOOG,GRANDMOTHER,ARP/SEQ,ARPEGGIATOR/SEQUENCER HOLD,,69,,0,127,,,,,0-BASED,,0: OFF; 64: ON
MOOG,GRANDMOTHER,ARP/SEQ,ARPEGGIATOR/SEQUENCER PLAY,,73,,0,127,,,,,0-BASED,,0: OFF; 64: ON
MOOG,GRANDMOTHER,OSCILLATORS,OSCILLATOR 1 OCTAVE,,74,,0,127,,,,,0-BASED,,0: 32'; 32: 16'; 64: 8'; 96: 4'
